transaction_id,date,amount,category,merchant,city,status,month,month_num,hour,day_of_week,is_anomaly
277,2025-03-11 00:00:00,240.14,Travel,GourmetHub,Miami,approved,March,3,0,Tuesday,False
278,2025-03-11 06:00:00,157.46,Transport,TechNow,Houston,approved,March,3,6,Tuesday,False
279,2025-03-11 12:00:00,181.58,Travel,GourmetHub,New York,declined,March,3,12,Tuesday,False
280,2025-03-11 18:00:00,238.29,Retail,SkyBridge Travel,Houston,approved,March,3,18,Tuesday,False
281,2025-03-12 00:00:00,331.1,Food,TechNow,Chicago,approved,March,3,0,Wednesday,False
282,2025-03-12 06:00:00,61.87,Tech,MediPlus,Chicago,approved,March,3,6,Wednesday,False
283,2025-03-12 12:00:00,70.64,Food,AirElite,Los Angeles,declined,March,3,12,Wednesday,False
284,2025-03-12 18:00:00,14.8,Travel,MediPlus,Houston,approved,March,3,18,Wednesday,False
285,2025-03-13 00:00:00,129.51,Retail,StyleVault,Los Angeles,approved,March,3,0,Thursday,False
286,2025-03-13 06:00:00,5.49,Food,TechNow,Los Angeles,declined,March,3,6,Thursday,False
287,2025-03-13 12:00:00,93.99,Travel,TechNow,Chicago,flagged,March,3,12,Thursday,False
288,2025-03-13 18:00:00,117.34,Retail,SkyBridge Travel,Los Angeles,declined,March,3,18,Thursday,False
289,2025-03-14 00:00:00,50.64,Travel,StyleVault,Chicago,approved,March,3,0,Friday,False
290,2025-03-14 06:00:00,134.04,Travel,AirElite,New York,flagged,March,3,6,Friday,False
291,2025-03-14 12:00:00,4.65,Retail,RoadEasy,Houston,approved,March,3,12,Friday,False
292,2025-03-14 18:00:00,5.71,Travel,TechNow,Los Angeles,declined,March,3,18,Friday,False
293,2025-03-15 00:00:00,259.4,Food,TechNow,Chicago,approved,March,3,0,Saturday,False
294,2025-03-15 06:00:00,66.99,Tech,SkyBridge Travel,Miami,flagged,March,3,6,Saturday,False
295,2025-03-15 12:00:00,20.38,Tech,GourmetHub,Los Angeles,declined,March,3,12,Saturday,False
296,2025-03-15 18:00:00,110.8,Travel,StayPremium,New York,approved,March,3,18,Saturday,False
297,2025-03-16 00:00:00,220.45,Travel,AirElite,New York,declined,March,3,0,Sunday,False
298,2025-03-16 06:00:00,36.47,Travel,MediPlus,Miami,approved,March,3,6,Sunday,False
299,2025-03-16 12:00:00,146.28,Food,StyleVault,Chicago,declined,March,3,12,Sunday,False
300,2025-03-16 18:00:00,13.38,Tech,TechNow,Los Angeles,flagged,March,3,18,Sunday,False
301,2025-03-17 00:00:00,7.96,Travel,TechNow,Chicago,flagged,March,3,0,Monday,False
302,2025-03-17 06:00:00,113.69,Transport,MediPlus,New York,declined,March,3,6,Monday,False
303,2025-03-17 12:00:00,116.69,Travel,AirElite,Chicago,flagged,March,3,12,Monday,False
304,2025-03-17 18:00:00,152.18,Food,StayPremium,New York,approved,March,3,18,Monday,False
305,2025-03-18 00:00:00,194.24,Tech,GourmetHub,Chicago,declined,March,3,0,Tuesday,False
306,2025-03-18 06:00:00,558.53,Healthcare,TechNow,Miami,approved,March,3,6,Tuesday,True
307,2025-03-18 12:00:00,108.94,Tech,StayPremium,Houston,approved,March,3,12,Tuesday,False
308,2025-03-18 18:00:00,58.5,Tech,AirElite,Miami,approved,March,3,18,Tuesday,False
309,2025-03-19 00:00:00,237.85,Retail,MediPlus,Miami,declined,March,3,0,Wednesday,False
310,2025-03-19 06:00:00,47.38,Tech,SkyBridge Travel,Houston,flagged,March,3,6,Wednesday,False
311,2025-03-19 12:00:00,86.7,Travel,GourmetHub,Houston,approved,March,3,12,Wednesday,False
312,2025-03-19 18:00:00,12.26,Healthcare,StyleVault,Los Angeles,approved,March,3,18,Wednesday,False
313,2025-03-20 00:00:00,3.85,Food,TechNow,Los Angeles,declined,March,3,0,Thursday,False
314,2025-03-20 06:00:00,493.11,Tech,AirElite,Miami,declined,March,3,6,Thursday,True
315,2025-03-20 12:00:00,271.17,Retail,SkyBridge Travel,Miami,approved,March,3,12,Thursday,False
316,2025-03-20 18:00:00,178.6,Food,StyleVault,New York,approved,March,3,18,Thursday,False
317,2025-03-21 00:00:00,78.88,Food,RoadEasy,New York,approved,March,3,0,Friday,False
318,2025-03-21 06:00:00,28.55,Tech,AirElite,Los Angeles,approved,March,3,6,Friday,False
319,2025-03-21 12:00:00,25.52,Travel,AirElite,Los Angeles,approved,March,3,12,Friday,False
320,2025-03-21 18:00:00,43.2,Travel,StyleVault,New York,flagged,March,3,18,Friday,False
321,2025-03-22 00:00:00,119.52,Travel,SkyBridge Travel,New York,approved,March,3,0,Saturday,False
322,2025-03-22 06:00:00,188.08,Travel,RoadEasy,Chicago,approved,March,3,6,Saturday,False
323,2025-03-22 12:00:00,161.91,Healthcare,StayPremium,Chicago,flagged,March,3,12,Saturday,False
324,2025-03-22 18:00:00,49.26,Travel,StayPremium,New York,approved,March,3,18,Saturday,False
325,2025-03-23 00:00:00,464.72,Transport,MediPlus,Chicago,approved,March,3,0,Sunday,True
326,2025-03-23 06:00:00,200.85,Retail,SkyBridge Travel,Houston,approved,March,3,6,Sunday,False
327,2025-03-23 12:00:00,121.23,Travel,GourmetHub,Los Angeles,declined,March,3,12,Sunday,False
328,2025-03-23 18:00:00,141.9,Tech,TechNow,Los Angeles,approved,March,3,18,Sunday,False
329,2025-03-24 00:00:00,81.61,Food,StyleVault,New York,approved,March,3,0,Monday,False
330,2025-03-24 06:00:00,42.7,Retail,MediPlus,Miami,flagged,March,3,6,Monday,False
331,2025-03-24 12:00:00,66.0,Food,RoadEasy,New York,approved,March,3,12,Monday,False
332,2025-03-24 18:00:00,212.73,Tech,StyleVault,Chicago,approved,March,3,18,Monday,False
333,2025-03-25 00:00:00,2.17,Travel,StyleVault,Miami,declined,March,3,0,Tuesday,False
334,2025-03-25 06:00:00,18.51,Transport,SkyBridge Travel,Chicago,approved,March,3,6,Tuesday,False
335,2025-03-25 12:00:00,7.06,Transport,TechNow,Houston,approved,March,3,12,Tuesday,False
336,2025-03-25 18:00:00,6.24,Food,GourmetHub,Chicago,flagged,March,3,18,Tuesday,False
337,2025-03-26 00:00:00,290.13,Travel,StayPremium,Houston,approved,March,3,0,Wednesday,False
338,2025-03-26 06:00:00,182.44,Tech,AirElite,Houston,flagged,March,3,6,Wednesday,False
339,2025-03-26 12:00:00,96.42,Travel,AirElite,Chicago,approved,March,3,12,Wednesday,False
340,2025-03-26 18:00:00,15.44,Travel,StyleVault,Chicago,declined,March,3,18,Wednesday,False
341,2025-03-27 00:00:00,101.48,Travel,StayPremium,Houston,declined,March,3,0,Thursday,False
342,2025-03-27 06:00:00,96.22,Retail,StayPremium,Miami,approved,March,3,6,Thursday,False
343,2025-03-27 12:00:00,28.53,Healthcare,TechNow,Houston,declined,March,3,12,Thursday,False
344,2025-03-27 18:00:00,85.33,Tech,RoadEasy,Los Angeles,approved,March,3,18,Thursday,False
345,2025-03-28 00:00:00,76.25,Tech,RoadEasy,Houston,approved,March,3,0,Friday,False
346,2025-03-28 06:00:00,143.51,Retail,MediPlus,Miami,approved,March,3,6,Friday,False
347,2025-03-28 12:00:00,151.22,Retail,SkyBridge Travel,Los Angeles,declined,March,3,12,Friday,False
348,2025-03-28 18:00:00,6.95,Retail,TechNow,New York,approved,March,3,18,Friday,False
349,2025-03-29 00:00:00,70.41,Transport,TechNow,New York,approved,March,3,0,Saturday,False
350,2025-03-29 06:00:00,147.47,Travel,SkyBridge Travel,Miami,flagged,March,3,6,Saturday,False
351,2025-03-29 12:00:00,104.92,Healthcare,StayPremium,Houston,flagged,March,3,12,Saturday,False
352,2025-03-29 18:00:00,291.2,Food,RoadEasy,Chicago,approved,March,3,18,Saturday,False
353,2025-03-30 00:00:00,161.25,Retail,RoadEasy,Miami,approved,March,3,0,Sunday,False
354,2025-03-30 06:00:00,26.68,Tech,StayPremium,Los Angeles,flagged,March,3,6,Sunday,False
355,2025-03-30 12:00:00,10.98,Retail,RoadEasy,Los Angeles,approved,March,3,12,Sunday,False
356,2025-03-30 18:00:00,154.26,Healthcare,StyleVault,New York,flagged,March,3,18,Sunday,False
357,2025-03-31 00:00:00,4.03,Healthcare,TechNow,Los Angeles,approved,March,3,0,Monday,False
358,2025-03-31 06:00:00,132.2,Retail,AirElite,Miami,declined,March,3,6,Monday,False
359,2025-03-31 12:00:00,422.59,Travel,SkyBridge Travel,Los Angeles,approved,March,3,12,Monday,False
360,2025-03-31 18:00:00,128.52,Food,RoadEasy,Miami,declined,March,3,18,Monday,False
361,2025-04-01 00:00:00,73.7,Healthcare,MediPlus,Chicago,declined,April,4,0,Tuesday,False
362,2025-04-01 06:00:00,154.62,Travel,RoadEasy,New York,approved,April,4,6,Tuesday,False
363,2025-04-01 12:00:00,91.94,Food,RoadEasy,Los Angeles,flagged,April,4,12,Tuesday,False
364,2025-04-01 18:00:00,118.32,Food,GourmetHub,Miami,approved,April,4,18,Tuesday,False
365,2025-04-02 00:00:00,425.72,Tech,StyleVault,Houston,declined,April,4,0,Wednesday,False
366,2025-04-02 06:00:00,73.19,Travel,SkyBridge Travel,New York,flagged,April,4,6,Wednesday,False
367,2025-04-02 12:00:00,487.36,Tech,GourmetHub,Chicago,approved,April,4,12,Wednesday,True
368,2025-04-02 18:00:00,353.64,Healthcare,GourmetHub,Miami,declined,April,4,18,Wednesday,False
369,2025-04-03 00:00:00,32.68,Travel,MediPlus,Chicago,approved,April,4,0,Thursday,False
370,2025-04-03 06:00:00,10.78,Travel,TechNow,Chicago,flagged,April,4,6,Thursday,False
371,2025-04-03 12:00:00,15.93,Transport,MediPlus,Los Angeles,approved,April,4,12,Thursday,False
372,2025-04-03 18:00:00,2.76,Travel,TechNow,Los Angeles,flagged,April,4,18,Thursday,False
373,2025-04-04 00:00:00,14.88,Healthcare,TechNow,Miami,approved,April,4,0,Friday,False
374,2025-04-04 06:00:00,172.33,Retail,SkyBridge Travel,Houston,approved,April,4,6,Friday,False
375,2025-04-04 12:00:00,11.08,Travel,RoadEasy,Miami,approved,April,4,12,Friday,False
376,2025-04-04 18:00:00,57.62,Healthcare,SkyBridge Travel,Houston,approved,April,4,18,Friday,False
377,2025-04-05 00:00:00,279.53,Retail,StyleVault,Chicago,approved,April,4,0,Saturday,False
378,2025-04-05 06:00:00,3.53,Food,TechNow,New York,declined,April,4,6,Saturday,False
379,2025-04-05 12:00:00,252.68,Retail,GourmetHub,Miami,approved,April,4,12,Saturday,False
380,2025-04-05 18:00:00,49.66,Food,RoadEasy,Miami,approved,April,4,18,Saturday,False
381,2025-04-06 00:00:00,18.86,Travel,AirElite,Houston,flagged,April,4,0,Sunday,False
382,2025-04-06 06:00:00,178.97,Retail,StyleVault,Chicago,flagged,April,4,6,Sunday,False
383,2025-04-06 12:00:00,148.71,Transport,SkyBridge Travel,Chicago,declined,April,4,12,Sunday,False
384,2025-04-06 18:00:00,314.91,Travel,MediPlus,Houston,approved,April,4,18,Sunday,False
385,2025-04-07 00:00:00,199.24,Food,StyleVault,Chicago,approved,April,4,0,Monday,False
386,2025-04-07 06:00:00,244.05,Retail,StyleVault,Los Angeles,flagged,April,4,6,Monday,False
387,2025-04-07 12:00:00,49.7,Tech,RoadEasy,New York,approved,April,4,12,Monday,False
388,2025-04-07 18:00:00,29.3,Travel,StyleVault,Miami,declined,April,4,18,Monday,False
389,2025-04-08 00:00:00,208.31,Transport,StyleVault,New York,declined,April,4,0,Tuesday,False
390,2025-04-08 06:00:00,246.63,Retail,AirElite,Miami,flagged,April,4,6,Tuesday,False
391,2025-04-08 12:00:00,698.55,Travel,StayPremium,Los Angeles,flagged,April,4,12,Tuesday,True
392,2025-04-08 18:00:00,79.81,Travel,MediPlus,Chicago,approved,April,4,18,Tuesday,False
393,2025-04-09 00:00:00,69.79,Travel,MediPlus,Houston,approved,April,4,0,Wednesday,False
394,2025-04-09 06:00:00,224.69,Food,MediPlus,Los Angeles,approved,April,4,6,Wednesday,False
395,2025-04-09 12:00:00,62.51,Retail,TechNow,New York,declined,April,4,12,Wednesday,False
396,2025-04-09 18:00:00,400.52,Healthcare,GourmetHub,Houston,declined,April,4,18,Wednesday,False
397,2025-04-10 00:00:00,293.23,Retail,StayPremium,Chicago,flagged,April,4,0,Thursday,False
398,2025-04-10 06:00:00,84.05,Travel,MediPlus,Los Angeles,approved,April,4,6,Thursday,False
399,2025-04-10 12:00:00,208.47,Food,StyleVault,Houston,declined,April,4,12,Thursday,False
400,2025-04-10 18:00:00,210.69,Tech,StyleVault,Los Angeles,approved,April,4,18,Thursday,False
401,2025-04-11 00:00:00,16.33,Travel,MediPlus,Los Angeles,approved,April,4,0,Friday,False
402,2025-04-11 06:00:00,349.27,Travel,RoadEasy,Chicago,flagged,April,4,6,Friday,False
403,2025-04-11 12:00:00,105.56,Travel,MediPlus,Miami,approved,April,4,12,Friday,False
404,2025-04-11 18:00:00,262.7,Tech,StyleVault,Houston,approved,April,4,18,Friday,False
405,2025-04-12 00:00:00,57.86,Food,TechNow,Chicago,approved,April,4,0,Saturday,False
406,2025-04-12 06:00:00,338.82,Retail,SkyBridge Travel,Los Angeles,approved,April,4,6,Saturday,False
407,2025-04-12 12:00:00,73.95,Healthcare,SkyBridge Travel,Chicago,flagged,April,4,12,Saturday,False
408,2025-04-12 18:00:00,1.63,Tech,StayPremium,Miami,approved,April,4,18,Saturday,False
409,2025-04-13 00:00:00,353.69,Food,StayPremium,Houston,approved,April,4,0,Sunday,False
410,2025-04-13 06:00:00,14.36,Healthcare,MediPlus,Miami,approved,April,4,6,Sunday,False
411,2025-04-13 12:00:00,57.7,Travel,AirElite,New York,flagged,April,4,12,Sunday,False
412,2025-04-13 18:00:00,449.55,Travel,MediPlus,Houston,flagged,April,4,18,Sunday,True
413,2025-04-14 00:00:00,451.19,Travel,RoadEasy,Miami,approved,April,4,0,Monday,True
414,2025-04-14 06:00:00,127.8,Travel,MediPlus,Los Angeles,declined,April,4,6,Monday,False
415,2025-04-14 12:00:00,149.88,Food,StayPremium,Houston,approved,April,4,12,Monday,False
416,2025-04-14 18:00:00,89.25,Transport,SkyBridge Travel,Houston,flagged,April,4,18,Monday,False
417,2025-04-15 00:00:00,52.05,Travel,StyleVault,Chicago,approved,April,4,0,Tuesday,False
418,2025-04-15 06:00:00,59.77,Travel,MediPlus,Los Angeles,approved,April,4,6,Tuesday,False
419,2025-04-15 12:00:00,167.45,Retail,StyleVault,New York,approved,April,4,12,Tuesday,False
420,2025-04-15 18:00:00,209.38,Transport,StyleVault,Miami,flagged,April,4,18,Tuesday,False
421,2025-04-16 00:00:00,235.23,Retail,AirElite,Chicago,approved,April,4,0,Wednesday,False
422,2025-04-16 06:00:00,233.82,Food,StyleVault,Miami,flagged,April,4,6,Wednesday,False
423,2025-04-16 12:00:00,14.35,Travel,SkyBridge Travel,New York,approved,April,4,12,Wednesday,False
424,2025-04-16 18:00:00,102.31,Travel,TechNow,New York,flagged,April,4,18,Wednesday,False
425,2025-04-17 00:00:00,8.89,Transport,TechNow,Houston,approved,April,4,0,Thursday,False
426,2025-04-17 06:00:00,119.62,Transport,GourmetHub,New York,flagged,April,4,6,Thursday,False
427,2025-04-17 12:00:00,87.38,Travel,RoadEasy,Miami,flagged,April,4,12,Thursday,False
428,2025-04-17 18:00:00,327.99,Transport,MediPlus,Los Angeles,approved,April,4,18,Thursday,False
429,2025-04-18 00:00:00,64.83,Food,RoadEasy,Los Angeles,approved,April,4,0,Friday,False
430,2025-04-18 06:00:00,18.68,Healthcare,SkyBridge Travel,Houston,declined,April,4,6,Friday,False
431,2025-04-18 12:00:00,23.15,Retail,StyleVault,Miami,approved,April,4,12,Friday,False
432,2025-04-18 18:00:00,215.01,Food,TechNow,Miami,declined,April,4,18,Friday,False
433,2025-04-19 00:00:00,144.44,Retail,RoadEasy,New York,approved,April,4,0,Saturday,False
434,2025-04-19 06:00:00,15.99,Food,SkyBridge Travel,Miami,declined,April,4,6,Saturday,False
435,2025-04-19 12:00:00,13.18,Travel,TechNow,Chicago,flagged,April,4,12,Saturday,False
436,2025-04-19 18:00:00,181.08,Travel,StyleVault,New York,declined,April,4,18,Saturday,False
437,2025-04-20 00:00:00,11.33,Retail,RoadEasy,Chicago,approved,April,4,0,Sunday,False
438,2025-04-20 06:00:00,258.78,Tech,TechNow,Houston,approved,April,4,6,Sunday,False
439,2025-04-20 12:00:00,183.75,Travel,MediPlus,Los Angeles,declined,April,4,12,Sunday,False
440,2025-04-20 18:00:00,12.73,Food,StayPremium,Houston,approved,April,4,18,Sunday,False
441,2025-04-21 00:00:00,13.3,Transport,MediPlus,Los Angeles,approved,April,4,0,Monday,False
442,2025-04-21 06:00:00,647.32,Travel,GourmetHub,Houston,declined,April,4,6,Monday,True
443,2025-04-21 12:00:00,70.33,Food,GourmetHub,Miami,approved,April,4,12,Monday,False
444,2025-04-21 18:00:00,69.46,Retail,TechNow,Chicago,approved,April,4,18,Monday,False
445,2025-04-22 00:00:00,251.34,Healthcare,StayPremium,Los Angeles,approved,April,4,0,Tuesday,False
446,2025-04-22 06:00:00,441.32,Travel,SkyBridge Travel,New York,approved,April,4,6,Tuesday,True
447,2025-04-22 12:00:00,640.32,Tech,MediPlus,Chicago,declined,April,4,12,Tuesday,True
448,2025-04-22 18:00:00,209.98,Healthcare,SkyBridge Travel,New York,approved,April,4,18,Tuesday,False
449,2025-04-23 00:00:00,70.8,Transport,StayPremium,Chicago,flagged,April,4,0,Wednesday,False
450,2025-04-23 06:00:00,13.08,Tech,SkyBridge Travel,Chicago,approved,April,4,6,Wednesday,False
451,2025-04-23 12:00:00,225.19,Retail,StayPremium,Houston,approved,April,4,12,Wednesday,False
452,2025-04-23 18:00:00,122.6,Food,TechNow,Los Angeles,approved,April,4,18,Wednesday,False
453,2025-04-24 00:00:00,82.8,Healthcare,SkyBridge Travel,Los Angeles,declined,April,4,0,Thursday,False
454,2025-04-24 06:00:00,355.24,Food,MediPlus,Chicago,approved,April,4,6,Thursday,False
455,2025-04-24 12:00:00,17.68,Travel,StyleVault,Miami,approved,April,4,12,Thursday,False
456,2025-04-24 18:00:00,101.78,Transport,GourmetHub,Miami,approved,April,4,18,Thursday,False
457,2025-04-25 00:00:00,1.71,Tech,StyleVault,New York,approved,April,4,0,Friday,False
458,2025-04-25 06:00:00,94.85,Food,SkyBridge Travel,New York,approved,April,4,6,Friday,False
459,2025-04-25 12:00:00,8.69,Travel,StyleVault,Houston,approved,April,4,12,Friday,False
460,2025-04-25 18:00:00,18.97,Food,MediPlus,Chicago,approved,April,4,18,Friday,False
461,2025-04-26 00:00:00,18.75,Retail,MediPlus,New York,approved,April,4,0,Saturday,False
462,2025-04-26 06:00:00,157.14,Food,SkyBridge Travel,New York,approved,April,4,6,Saturday,False
463,2025-04-26 12:00:00,205.59,Travel,TechNow,Chicago,flagged,April,4,12,Saturday,False
464,2025-04-26 18:00:00,131.33,Food,StyleVault,Houston,flagged,April,4,18,Saturday,False
465,2025-04-27 00:00:00,491.21,Transport,TechNow,New York,flagged,April,4,0,Sunday,True
466,2025-04-27 06:00:00,70.47,Travel,TechNow,Houston,approved,April,4,6,Sunday,False
467,2025-04-27 12:00:00,50.47,Transport,StayPremium,Los Angeles,flagged,April,4,12,Sunday,False
468,2025-04-27 18:00:00,304.43,Retail,AirElite,Houston,flagged,April,4,18,Sunday,False
469,2025-04-28 00:00:00,37.96,Healthcare,SkyBridge Travel,Miami,approved,April,4,0,Monday,False
470,2025-04-28 06:00:00,495.43,Tech,GourmetHub,Miami,approved,April,4,6,Monday,True
471,2025-04-28 12:00:00,1.83,Food,MediPlus,Houston,approved,April,4,12,Monday,False
472,2025-04-28 18:00:00,525.38,Tech,MediPlus,Miami,approved,April,4,18,Monday,True
473,2025-04-29 00:00:00,6.62,Healthcare,SkyBridge Travel,Los Angeles,approved,April,4,0,Tuesday,False
474,2025-04-29 06:00:00,332.66,Retail,StayPremium,Chicago,approved,April,4,6,Tuesday,False
475,2025-04-29 12:00:00,112.52,Retail,RoadEasy,Miami,approved,April,4,12,Tuesday,False
476,2025-04-29 18:00:00,743.52,Food,RoadEasy,Miami,flagged,April,4,18,Tuesday,True
477,2025-04-30 00:00:00,11.5,Tech,RoadEasy,Houston,approved,April,4,0,Wednesday,False
478,2025-04-30 06:00:00,121.07,Tech,StayPremium,Los Angeles,approved,April,4,6,Wednesday,False
479,2025-04-30 12:00:00,522.54,Tech,GourmetHub,Chicago,approved,April,4,12,Wednesday,True
480,2025-04-30 18:00:00,111.07,Retail,MediPlus,Houston,declined,April,4,18,Wednesday,False
481,2025-05-01 00:00:00,148.89,Tech,SkyBridge Travel,Houston,approved,May,5,0,Thursday,False
482,2025-05-01 06:00:00,178.49,Travel,StayPremium,Los Angeles,approved,May,5,6,Thursday,False
483,2025-05-01 12:00:00,90.92,Food,MediPlus,Chicago,approved,May,5,12,Thursday,False
484,2025-05-01 18:00:00,148.15,Travel,TechNow,Los Angeles,declined,May,5,18,Thursday,False
485,2025-05-02 00:00:00,131.67,Retail,StyleVault,Chicago,approved,May,5,0,Friday,False
486,2025-05-02 06:00:00,347.13,Retail,StyleVault,Los Angeles,flagged,May,5,6,Friday,False
487,2025-05-02 12:00:00,6.98,Retail,StayPremium,Houston,approved,May,5,12,Friday,False
488,2025-05-02 18:00:00,49.48,Tech,MediPlus,Houston,declined,May,5,18,Friday,False
489,2025-05-03 00:00:00,450.6,Retail,AirElite,New York,declined,May,5,0,Saturday,True
490,2025-05-03 06:00:00,331.45,Retail,GourmetHub,Miami,approved,May,5,6,Saturday,False
491,2025-05-03 12:00:00,91.23,Travel,RoadEasy,Los Angeles,approved,May,5,12,Saturday,False
492,2025-05-03 18:00:00,145.19,Retail,GourmetHub,New York,approved,May,5,18,Saturday,False
493,2025-05-04 00:00:00,48.73,Travel,GourmetHub,Miami,declined,May,5,0,Sunday,False
494,2025-05-04 06:00:00,31.26,Travel,StayPremium,Los Angeles,approved,May,5,6,Sunday,False
495,2025-05-04 12:00:00,93.46,Food,TechNow,Chicago,flagged,May,5,12,Sunday,False
496,2025-05-04 18:00:00,65.39,Food,GourmetHub,Miami,declined,May,5,18,Sunday,False
497,2025-05-05 00:00:00,131.44,Food,StyleVault,Houston,approved,May,5,0,Monday,False
498,2025-05-05 06:00:00,12.14,Retail,TechNow,New York,approved,May,5,6,Monday,False
499,2025-05-05 12:00:00,549.74,Retail,SkyBridge Travel,Miami,approved,May,5,12,Monday,True
500,2025-05-05 18:00:00,642.58,Healthcare,GourmetHub,Miami,declined,May,5,18,Monday,True
501,2025-05-06 00:00:00,179.68,Food,GourmetHub,Houston,declined,May,5,0,Tuesday,False
502,2025-05-06 06:00:00,115.21,Retail,SkyBridge Travel,Los Angeles,approved,May,5,6,Tuesday,False
503,2025-05-06 12:00:00,55.56,Travel,GourmetHub,Chicago,approved,May,5,12,Tuesday,False
504,2025-05-06 18:00:00,252.14,Retail,SkyBridge Travel,Houston,declined,May,5,18,Tuesday,False
505,2025-05-07 00:00:00,173.15,Retail,TechNow,Chicago,approved,May,5,0,Wednesday,False
506,2025-05-07 06:00:00,26.62,Retail,StyleVault,Los Angeles,approved,May,5,6,Wednesday,False
507,2025-05-07 12:00:00,362.75,Food,SkyBridge Travel,Miami,declined,May,5,12,Wednesday,False
508,2025-05-07 18:00:00,259.35,Food,AirElite,Chicago,approved,May,5,18,Wednesday,False
509,2025-05-08 00:00:00,448.76,Food,StayPremium,New York,approved,May,5,0,Thursday,True
510,2025-05-08 06:00:00,194.04,Tech,StayPremium,New York,approved,May,5,6,Thursday,False
511,2025-05-08 12:00:00,142.56,Tech,SkyBridge Travel,Houston,approved,May,5,12,Thursday,False
512,2025-05-08 18:00:00,81.26,Tech,StayPremium,Los Angeles,declined,May,5,18,Thursday,False
513,2025-05-09 00:00:00,404.85,Transport,GourmetHub,Houston,approved,May,5,0,Friday,False
514,2025-05-09 06:00:00,301.56,Travel,RoadEasy,Houston,declined,May,5,6,Friday,False
515,2025-05-09 12:00:00,6.94,Travel,RoadEasy,Houston,declined,May,5,12,Friday,False
516,2025-05-09 18:00:00,4.01,Travel,StayPremium,New York,approved,May,5,18,Friday,False
517,2025-05-10 00:00:00,70.85,Food,TechNow,New York,approved,May,5,0,Saturday,False
518,2025-05-10 06:00:00,249.55,Healthcare,MediPlus,Houston,declined,May,5,6,Saturday,False
519,2025-05-10 12:00:00,654.64,Travel,TechNow,New York,flagged,May,5,12,Saturday,True
520,2025-05-10 18:00:00,24.45,Transport,MediPlus,Los Angeles,approved,May,5,18,Saturday,False
521,2025-05-11 00:00:00,135.26,Travel,RoadEasy,Houston,approved,May,5,0,Sunday,False
522,2025-05-11 06:00:00,71.92,Transport,RoadEasy,New York,approved,May,5,6,Sunday,False
523,2025-05-11 12:00:00,525.56,Retail,SkyBridge Travel,Chicago,approved,May,5,12,Sunday,True
524,2025-05-11 18:00:00,276.89,Travel,StyleVault,Houston,approved,May,5,18,Sunday,False
525,2025-05-12 00:00:00,273.33,Retail,AirElite,Houston,approved,May,5,0,Monday,False
526,2025-05-12 06:00:00,94.86,Travel,TechNow,Los Angeles,approved,May,5,6,Monday,False
527,2025-05-12 12:00:00,80.38,Retail,GourmetHub,Miami,declined,May,5,12,Monday,False
528,2025-05-12 18:00:00,47.91,Retail,MediPlus,Miami,approved,May,5,18,Monday,False
529,2025-05-13 00:00:00,8.7,Tech,StayPremium,Los Angeles,approved,May,5,0,Tuesday,False
530,2025-05-13 06:00:00,300.06,Food,GourmetHub,Los Angeles,approved,May,5,6,Tuesday,False
531,2025-05-13 12:00:00,251.42,Retail,StyleVault,Los Angeles,flagged,May,5,12,Tuesday,False
532,2025-05-13 18:00:00,1225.87,Food,MediPlus,Miami,approved,May,5,18,Tuesday,True
533,2025-05-14 00:00:00,854.23,Tech,TechNow,Los Angeles,approved,May,5,0,Wednesday,True
534,2025-05-14 06:00:00,121.6,Travel,SkyBridge Travel,New York,approved,May,5,6,Wednesday,False
535,2025-05-14 12:00:00,219.79,Retail,GourmetHub,Houston,approved,May,5,12,Wednesday,False
536,2025-05-14 18:00:00,434.43,Travel,StyleVault,Houston,approved,May,5,18,Wednesday,False
537,2025-05-15 00:00:00,284.22,Travel,TechNow,Chicago,declined,May,5,0,Thursday,False
538,2025-05-15 06:00:00,42.62,Tech,RoadEasy,Chicago,approved,May,5,6,Thursday,False
539,2025-05-15 12:00:00,89.82,Travel,RoadEasy,Houston,flagged,May,5,12,Thursday,False
540,2025-05-15 18:00:00,20.74,Food,TechNow,New York,declined,May,5,18,Thursday,False
541,2025-05-16 00:00:00,462.03,Tech,TechNow,Miami,approved,May,5,0,Friday,True
542,2025-05-16 06:00:00,139.78,Travel,TechNow,Miami,approved,May,5,6,Friday,False
543,2025-05-16 12:00:00,38.94,Food,MediPlus,New York,approved,May,5,12,Friday,False
544,2025-05-16 18:00:00,167.07,Travel,TechNow,Miami,declined,May,5,18,Friday,False
545,2025-05-17 00:00:00,144.4,Transport,GourmetHub,Los Angeles,declined,May,5,0,Saturday,False
546,2025-05-17 06:00:00,66.51,Retail,StyleVault,Houston,declined,May,5,6,Saturday,False
547,2025-05-17 12:00:00,18.08,Tech,MediPlus,Houston,approved,May,5,12,Saturday,False
548,2025-05-17 18:00:00,167.02,Food,TechNow,New York,approved,May,5,18,Saturday,False
549,2025-05-18 00:00:00,110.19,Travel,AirElite,Miami,approved,May,5,0,Sunday,False
550,2025-05-18 06:00:00,221.97,Food,StayPremium,Chicago,approved,May,5,6,Sunday,False
551,2025-05-18 12:00:00,110.15,Transport,AirElite,Chicago,approved,May,5,12,Sunday,False
552,2025-05-18 18:00:00,286.77,Food,StyleVault,Miami,flagged,May,5,18,Sunday,False
553,2025-05-19 00:00:00,120.41,Tech,RoadEasy,Chicago,approved,May,5,0,Monday,False
